
SRC_AREA     SRC_NWSE     TARGET_ARE   ENTRY_NAME   TRV_TIME     DEF_ENTRY    ENC1         ENC2         ENC3         ENC4         ENC5         ENC_PROB
L#JN00       E            AR5500       ExitW        6            1            N            N            N            N            N            0
L#JN00       S            AR5500       ExitW        6            1            N            N            N            N            N            0
L#JN00       W            AR5500       ExitW        6            1            N            N            N            N            N            0

SRC_AREA     SRC_NWSE     TARGET_ARE   ENTRY_NAME   TRV_TIME     DEF_ENTRY    ENC1         ENC2         ENC3         ENC4         ENC5         ENC_PROB
AR1100       N            ARES01       Entrance     2            1            N            N            N            N            N            0
AR1100       E            ARES01       Entrance     2            1            N            N            N            N            N            0
AR1100       S            ARES01       Entrance     2            1            N            N            N            N            N            0
AR1100       W            ARES01       Entrance     2            1            N            N            N            N            N            0
AR1300       N            ARES01       Entrance     2            1            N            N            N            N            N            0
AR1300       E            ARES01       Entrance     2            1            N            N            N            N            N            0
AR1300       S            ARES01       Entrance     2            1            N            N            N            N            N            0
AR1300       W            ARES01       Entrance     2            1            N            N            N            N            N            0
AR1200       N            ARES01       Entrance     2            1            N            N            N            N            N            0
AR1200       E            ARES01       Entrance     2            1            N            N            N            N            N            0
AR1200       S            ARES01       Entrance     2            1            N            N            N            N            N            0
AR1200       W            ARES01       Entrance     2            1            N            N            N            N            N            0
AR0020       N            ARES01       Entrance     2            1            N            N            N            N            N            0
AR0020       E            ARES01       Entrance     2            1            N            N            N            N            N            0
AR0020       S            ARES01       Entrance     2            1            N            N            N            N            N            0
AR0020       W            ARES01       Entrance     2            1            N            N            N            N            N            0
AR1304       N            ARES01       Entrance     2            1            N            N            N            N            N            0
AR1304       E            ARES01       Entrance     2            1            N            N            N            N            N            0
AR1304       S            ARES01       Entrance     2            1            N            N            N            N            N            0
AR1304       W            ARES01       Entrance     2            1            N            N            N            N            N            0
AR2000       N            ARES01       Entrance     2            1            N            N            N            N            N            0
AR2000       E            ARES01       Entrance     2            1            N            N            N            N            N            0
AR2000       S            ARES01       Entrance     2            1            N            N            N            N            N            0
AR2000       W            ARES01       Entrance     2            1            N            N            N            N            N            0
AR2500       N            ARES01       Entrance     2            1            N            N            N            N            N            0
AR2500       E            ARES01       Entrance     2            1            N            N            N            N            N            0
AR2500       S            ARES01       Entrance     2            1            N            N            N            N            N            0
AR2500       W            ARES01       Entrance     2            1            N            N            N            N            N            0
ARES01       N            AR2500       CDExit       2            1            N            N            N            N            N            0
ARES01       E            AR2500       CDExit       2            1            N            N            N            N            N            0
ARES01       S            AR2500       CDExit       2            1            N            N            N            N            N            0
ARES01       W            AR2500       CDExit       2            1            N            N            N            N            N            0
ARES01       N            AR2000       ExitSW       2            1            N            N            N            N            N            0
ARES01       E            AR2000       ExitSW       2            1            N            N            N            N            N            0
ARES01       S            AR2000       ExitSW       2            1            N            N            N            N            N            0
ARES01       W            AR2000       ExitSW       2            1            N            N            N            N            N            0
ARES01       N            AR1304       ExitSE       2            1            N            N            N            N            N            0
ARES01       E            AR1304       ExitSE       2            1            N            N            N            N            N            0
ARES01       S            AR1304       ExitSE       2            1            N            N            N            N            N            0
ARES01       W            AR1304       ExitSE       2            1            N            N            N            N            N            0
ARES01       N            AR0020       ExitNE       2            1            N            N            N            N            N            0
ARES01       E            AR0020       ExitNE       2            1            N            N            N            N            N            0
ARES01       S            AR0020       ExitNE       2            1            N            N            N            N            N            0
ARES01       W            AR0020       ExitNE       2            1            N            N            N            N            N            0
ARES01       N            AR1200       ExitW        2            1            N            N            N            N            N            0
ARES01       E            AR1200       ExitW        2            1            N            N            N            N            N            0
ARES01       S            AR1200       ExitW        2            1            N            N            N            N            N            0
ARES01       W            AR1200       ExitW        2            1            N            N            N            N            N            0
ARES01       N            AR1300       ExitSE       2            1            N            N            N            N            N            0
ARES01       E            AR1300       ExitSE       2            1            N            N            N            N            N            0
ARES01       S            AR1300       ExitSE       2            1            N            N            N            N            N            0
ARES01       W            AR1300       ExitSE       2            1            N            N            N            N            N            0
ARES01       N            AR1100       ExitSE       2            1            N            N            N            N            N            0
ARES01       E            AR1100       ExitSE       2            1            N            N            N            N            N            0
ARES01       S            AR1100       ExitSE       2            1            N            N            N            N            N            0
ARES01       W            AR1100       ExitSE       2            1            N            N            N            N            N            0

SRC_AREA     SRC_NWSE     TARGET_ARE   ENTRY_NAME   TRV_TIME     DEF_ENTRY    ENC1         ENC2         ENC3         ENC4         ENC5         ENC_PROB
AR0400       N            L#NI01       En1          0            1            N            N            N            N            N            0
AR0400       E            L#NI01       En1          0            1            N            N            N            N            N            0
AR0400       S            L#NI01       En1          0            1            N            N            N            N            N            0
AR0400       W            L#NI01       En1          0            1            N            N            N            N            N            0
AR0300       N            L#NI01       En1          0            1            N            N            N            N            N            0
AR0300       E            L#NI01       En1          0            1            N            N            N            N            N            0
AR0300       S            L#NI01       En1          0            1            N            N            N            N            N            0
AR0300       W            L#NI01       En1          0            1            N            N            N            N            N            0
AR0500       N            L#NI01       En1          0            1            N            N            N            N            N            0
AR0500       E            L#NI01       En1          0            1            N            N            N            N            N            0
AR0500       S            L#NI01       En1          0            1            N            N            N            N            N            0
AR0500       W            L#NI01       En1          0            1            N            N            N            N            N            0
AR0800       N            L#NI01       En1          0            1            N            N            N            N            N            0
AR0800       E            L#NI01       En1          0            1            N            N            N            N            N            0
AR0800       S            L#NI01       En1          0            1            N            N            N            N            N            0
AR0800       W            L#NI01       En1          0            1            N            N            N            N            N            0
AR0900       N            L#NI01       En1          0            1            N            N            N            N            N            0
AR0900       E            L#NI01       En1          0            1            N            N            N            N            N            0
AR0900       S            L#NI01       En1          0            1            N            N            N            N            N            0
AR0900       W            L#NI01       En1          0            1            N            N            N            N            N            0
AR1000       N            L#NI01       En1          0            1            N            N            N            N            N            0
AR1000       E            L#NI01       En1          0            1            N            N            N            N            N            0
AR1000       S            L#NI01       En1          0            1            N            N            N            N            N            0
AR1000       W            L#NI01       En1          0            1            N            N            N            N            N            0
AR1100       N            L#NI01       En1          4            1            N            N            N            N            N            0
AR1100       E            L#NI01       En1          4            1            N            N            N            N            N            0
AR1100       S            L#NI01       En1          4            1            N            N            N            N            N            0
AR1100       W            L#NI01       En1          4            1            N            N            N            N            N            0
AR1300       N            L#NI01       En1          2            1            N            N            N            N            N            0
AR1300       E            L#NI01       En1          2            1            N            N            N            N            N            0
AR1300       S            L#NI01       En1          2            1            N            N            N            N            N            0
AR1300       W            L#NI01       En1          2            1            N            N            N            N            N            0
AR1200       N            L#NI01       En1          4            1            N            N            N            N            N            0
AR1200       E            L#NI01       En1          4            1            N            N            N            N            N            0
AR1200       S            L#NI01       En1          4            1            N            N            N            N            N            0
AR1200       W            L#NI01       En1          4            1            N            N            N            N            N            0
AR0020       N            L#NI01       En1          0            1            N            N            N            N            N            0
AR0020       E            L#NI01       En1          0            1            N            N            N            N            N            0
AR0020       S            L#NI01       En1          0            1            N            N            N            N            N            0
AR0020       W            L#NI01       En1          0            1            N            N            N            N            N            0
AR1304       N            L#NI01       En1          2            1            N            N            N            N            N            0
AR1304       E            L#NI01       En1          2            1            N            N            N            N            N            0
AR1304       S            L#NI01       En1          2            1            N            N            N            N            N            0
AR1304       W            L#NI01       En1          2            1            N            N            N            N            N            0
AR2000       N            L#NI01       En1          4            1            N            N            N            N            N            0
AR2000       E            L#NI01       En1          4            1            N            N            N            N            N            0
AR2000       S            L#NI01       En1          4            1            N            N            N            N            N            0
AR2000       W            L#NI01       En1          4            1            N            N            N            N            N            0
L#NI01       N            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#NI01       E            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#NI01       S            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#NI01       W            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#NI01       N            AR1304       ExitSE       2            1            N            N            N            N            N            0
L#NI01       E            AR1304       ExitSE       2            1            N            N            N            N            N            0
L#NI01       S            AR1304       ExitSE       2            1            N            N            N            N            N            0
L#NI01       W            AR1304       ExitSE       2            1            N            N            N            N            N            0
L#NI01       N            AR0020       ExitSW       0            1            N            N            N            N            N            0
L#NI01       E            AR0020       ExitSW       0            1            N            N            N            N            N            0
L#NI01       S            AR0020       ExitSW       0            1            N            N            N            N            N            0
L#NI01       W            AR0020       ExitSW       0            1            N            N            N            N            N            0
L#NI01       N            AR1200       ExitW        4            1            N            N            N            N            N            0
L#NI01       E            AR1200       ExitW        4            1            N            N            N            N            N            0
L#NI01       S            AR1200       ExitW        4            1            N            N            N            N            N            0
L#NI01       W            AR1200       ExitW        4            1            N            N            N            N            N            0
L#NI01       N            AR1300       ExitSE       2            1            N            N            N            N            N            0
L#NI01       E            AR1300       ExitSE       2            1            N            N            N            N            N            0
L#NI01       S            AR1300       ExitSE       2            1            N            N            N            N            N            0
L#NI01       W            AR1300       ExitSE       2            1            N            N            N            N            N            0
L#NI01       N            AR1100       ExitSE       4            1            N            N            N            N            N            0
L#NI01       E            AR1100       ExitSE       4            1            N            N            N            N            N            0
L#NI01       S            AR1100       ExitSE       4            1            N            N            N            N            N            0
L#NI01       W            AR1100       ExitSE       4            1            N            N            N            N            N            0
L#NI01       N            AR1000       ExitN        0            1            N            N            N            N            N            0
L#NI01       E            AR1000       ExitN        0            1            N            N            N            N            N            0
L#NI01       S            AR1000       ExitN        0            1            N            N            N            N            N            0
L#NI01       W            AR1000       ExitN        0            1            N            N            N            N            N            0
L#NI01       N            AR0900       ExitNW       0            1            N            N            N            N            N            0
L#NI01       E            AR0900       ExitNW       0            1            N            N            N            N            N            0
L#NI01       S            AR0900       ExitNW       0            1            N            N            N            N            N            0
L#NI01       W            AR0900       ExitNW       0            1            N            N            N            N            N            0
L#NI01       N            AR0800       ExitS        0            1            N            N            N            N            N            0
L#NI01       E            AR0800       ExitS        0            1            N            N            N            N            N            0
L#NI01       S            AR0800       ExitS        0            1            N            N            N            N            N            0
L#NI01       W            AR0800       ExitS        0            1            N            N            N            N            N            0
L#NI01       N            AR0500       ExitNE       0            1            N            N            N            N            N            0
L#NI01       E            AR0500       ExitNE       0            1            N            N            N            N            N            0
L#NI01       S            AR0500       ExitNE       0            1            N            N            N            N            N            0
L#NI01       W            AR0500       ExitNE       0            1            N            N            N            N            N            0
L#NI01       N            AR0300       ExitN        0            1            N            N            N            N            N            0
L#NI01       E            AR0300       ExitN        0            1            N            N            N            N            N            0
L#NI01       S            AR0300       ExitN        0            1            N            N            N            N            N            0
L#NI01       W            AR0300       ExitN        0            1            N            N            N            N            N            0
L#NI01       N            AR0400       ExitS        0            1            N            N            N            N            N            0
L#NI01       E            AR0400       ExitS        0            1            N            N            N            N            N            0
L#NI01       S            AR0400       ExitS        0            1            N            N            N            N            N            0
L#NI01       W            AR0400       ExitS        0            1            N            N            N            N            N            0
L#NI01       N            AR0700       ExitE        0            1            N            N            N            N            N            0
L#NI01       E            AR0700       ExitE        0            1            N            N            N            N            N            0
L#NI01       S            AR0700       ExitE        0            1            N            N            N            N            N            0
L#NI01       W            AR0700       ExitE        0            1            N            N            N            N            N            0

SRC_AREA     SRC_NWSE     TARGET_ARE   ENTRY_NAME   TRV_TIME     DEF_ENTRY    ENC1         ENC2         ENC3         ENC4         ENC5         ENC_PROB
AR0400       N            L#AF01       En           6            1            N            N            N            N            N            0
AR0400       E            L#AF01       En           6            1            N            N            N            N            N            0
AR0400       S            L#AF01       En           6            1            N            N            N            N            N            0
AR0400       W            L#AF01       En           6            1            N            N            N            N            N            0
AR0300       N            L#AF01       En           6            1            N            N            N            N            N            0
AR0300       E            L#AF01       En           6            1            N            N            N            N            N            0
AR0300       S            L#AF01       En           6            1            N            N            N            N            N            0
AR0300       W            L#AF01       En           6            1            N            N            N            N            N            0
AR0500       N            L#AF01       En           6            1            N            N            N            N            N            0
AR0500       E            L#AF01       En           6            1            N            N            N            N            N            0
AR0500       S            L#AF01       En           6            1            N            N            N            N            N            0
AR0500       W            L#AF01       En           6            1            N            N            N            N            N            0
AR0800       N            L#AF01       En           6            1            N            N            N            N            N            0
AR0800       E            L#AF01       En           6            1            N            N            N            N            N            0
AR0800       S            L#AF01       En           6            1            N            N            N            N            N            0
AR0800       W            L#AF01       En           6            1            N            N            N            N            N            0
AR0900       N            L#AF01       En           6            1            N            N            N            N            N            0
AR0900       E            L#AF01       En           6            1            N            N            N            N            N            0
AR0900       S            L#AF01       En           6            1            N            N            N            N            N            0
AR0900       W            L#AF01       En           6            1            N            N            N            N            N            0
AR1000       N            L#AF01       En           6            1            N            N            N            N            N            0
AR1000       E            L#AF01       En           6            1            N            N            N            N            N            0
AR1000       S            L#AF01       En           6            1            N            N            N            N            N            0
AR1000       W            L#AF01       En           6            1            N            N            N            N            N            0
AR1100       N            L#AF01       En           2            1            N            N            N            N            N            0
AR1100       E            L#AF01       En           2            1            N            N            N            N            N            0
AR1100       S            L#AF01       En           2            1            N            N            N            N            N            0
AR1100       W            L#AF01       En           2            1            N            N            N            N            N            0
AR1300       N            L#AF01       En           4            1            N            N            N            N            N            0
AR1300       E            L#AF01       En           4            1            N            N            N            N            N            0
AR1300       S            L#AF01       En           4            1            N            N            N            N            N            0
AR1300       W            L#AF01       En           4            1            N            N            N            N            N            0
AR1200       N            L#AF01       En           4            1            N            N            N            N            N            0
AR1200       E            L#AF01       En           4            1            N            N            N            N            N            0
AR1200       S            L#AF01       En           4            1            N            N            N            N            N            0
AR1200       W            L#AF01       En           4            1            N            N            N            N            N            0
AR0020       N            L#AF01       En           6            1            N            N            N            N            N            0
AR0020       E            L#AF01       En           6            1            N            N            N            N            N            0
AR0020       S            L#AF01       En           6            1            N            N            N            N            N            0
AR0020       W            L#AF01       En           6            1            N            N            N            N            N            0
AR1304       N            L#AF01       En           4            1            N            N            N            N            N            0
AR1304       E            L#AF01       En           4            1            N            N            N            N            N            0
AR1304       S            L#AF01       En           4            1            N            N            N            N            N            0
AR1304       W            L#AF01       En           4            1            N            N            N            N            N            0
AR2000       N            L#AF01       En           4            1            N            N            N            N            N            0
AR2000       E            L#AF01       En           4            1            N            N            N            N            N            0
AR2000       S            L#AF01       En           4            1            N            N            N            N            N            0
AR2000       W            L#AF01       En           4            1            N            N            N            N            N            0
L#AF01       N            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#AF01       E            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#AF01       S            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#AF01       W            AR2000       ExitSW       4            1            N            N            N            N            N            0
L#AF01       N            AR1304       ExitSE       4            1            N            N            N            N            N            0
L#AF01       E            AR1304       ExitSE       4            1            N            N            N            N            N            0
L#AF01       S            AR1304       ExitSE       4            1            N            N            N            N            N            0
L#AF01       W            AR1304       ExitSE       4            1            N            N            N            N            N            0
L#AF01       N            AR0020       ExitSW       6            1            N            N            N            N            N            0
L#AF01       E            AR0020       ExitSW       6            1            N            N            N            N            N            0
L#AF01       S            AR0020       ExitSW       6            1            N            N            N            N            N            0
L#AF01       W            AR0020       ExitSW       6            1            N            N            N            N            N            0
L#AF01       N            AR1200       ExitW        4            1            N            N            N            N            N            0
L#AF01       E            AR1200       ExitW        4            1            N            N            N            N            N            0
L#AF01       S            AR1200       ExitW        4            1            N            N            N            N            N            0
L#AF01       W            AR1200       ExitW        4            1            N            N            N            N            N            0
L#AF01       N            AR1300       ExitSE       4            1            N            N            N            N            N            0
L#AF01       E            AR1300       ExitSE       4            1            N            N            N            N            N            0
L#AF01       S            AR1300       ExitSE       4            1            N            N            N            N            N            0
L#AF01       W            AR1300       ExitSE       4            1            N            N            N            N            N            0
L#AF01       N            AR1100       ExitSE       2            1            N            N            N            N            N            0
L#AF01       E            AR1100       ExitSE       2            1            N            N            N            N            N            0
L#AF01       S            AR1100       ExitSE       2            1            N            N            N            N            N            0
L#AF01       W            AR1100       ExitSE       2            1            N            N            N            N            N            0
L#AF01       N            AR1000       ExitN        6            1            N            N            N            N            N            0
L#AF01       E            AR1000       ExitN        6            1            N            N            N            N            N            0
L#AF01       S            AR1000       ExitN        6            1            N            N            N            N            N            0
L#AF01       W            AR1000       ExitN        6            1            N            N            N            N            N            0
L#AF01       N            AR0900       ExitNW       6            1            N            N            N            N            N            0
L#AF01       E            AR0900       ExitNW       6            1            N            N            N            N            N            0
L#AF01       S            AR0900       ExitNW       6            1            N            N            N            N            N            0
L#AF01       W            AR0900       ExitNW       6            1            N            N            N            N            N            0
L#AF01       N            AR0800       ExitS        6            1            N            N            N            N            N            0
L#AF01       E            AR0800       ExitS        6            1            N            N            N            N            N            0
L#AF01       S            AR0800       ExitS        6            1            N            N            N            N            N            0
L#AF01       W            AR0800       ExitS        6            1            N            N            N            N            N            0
L#AF01       N            AR0500       ExitNE       6            1            N            N            N            N            N            0
L#AF01       E            AR0500       ExitNE       6            1            N            N            N            N            N            0
L#AF01       S            AR0500       ExitNE       6            1            N            N            N            N            N            0
L#AF01       W            AR0500       ExitNE       6            1            N            N            N            N            N            0
L#AF01       N            AR0300       ExitN        6            1            N            N            N            N            N            0
L#AF01       E            AR0300       ExitN        6            1            N            N            N            N            N            0
L#AF01       S            AR0300       ExitN        6            1            N            N            N            N            N            0
L#AF01       W            AR0300       ExitN        6            1            N            N            N            N            N            0
L#AF01       N            AR0400       ExitS        6            1            N            N            N            N            N            0
L#AF01       E            AR0400       ExitS        6            1            N            N            N            N            N            0
L#AF01       S            AR0400       ExitS        6            1            N            N            N            N            N            0
L#AF01       W            AR0400       ExitS        6            1            N            N            N            N            N            0
L#AF01       N            AR0700       ExitE        6            1            N            N            N            N            N            0
L#AF01       E            AR0700       ExitE        6            1            N            N            N            N            N            0
L#AF01       S            AR0700       ExitE        6            1            N            N            N            N            N            0
L#AF01       W            AR0700       ExitE        6            1            N            N            N            N            N            0

SRC_AREA     SRC_NWSE     TARGET_ARE   ENTRY_NAME   TRV_TIME     DEF_ENTRY    ENC1         ENC2         ENC3         ENC4         ENC5         ENC_PROB
AR0400       N            C0DRA0       En           0            1            N            N            N            N            N            0
AR0400       E            C0DRA0       En           0            1            N            N            N            N            N            0
AR0400       S            C0DRA0       En           0            1            N            N            N            N            N            0
AR0400       W            C0DRA0       En           0            1            N            N            N            N            N            0
AR0300       N            C0DRA0       En           0            1            N            N            N            N            N            0
AR0300       E            C0DRA0       En           0            1            N            N            N            N            N            0
AR0300       S            C0DRA0       En           0            1            N            N            N            N            N            0
AR0300       W            C0DRA0       En           0            1            N            N            N            N            N            0
AR0500       N            C0DRA0       En           0            1            N            N            N            N            N            0
AR0500       E            C0DRA0       En           0            1            N            N            N            N            N            0
AR0500       S            C0DRA0       En           0            1            N            N            N            N            N            0
AR0500       W            C0DRA0       En           0            1            N            N            N            N            N            0
AR0800       N            C0DRA0       En           0            1            N            N            N            N            N            0
AR0800       E            C0DRA0       En           0            1            N            N            N            N            N            0
AR0800       S            C0DRA0       En           0            1            N            N            N            N            N            0
AR0800       W            C0DRA0       En           0            1            N            N            N            N            N            0
AR0900       N            C0DRA0       En           0            1            N            N            N            N            N            0
AR0900       E            C0DRA0       En           0            1            N            N            N            N            N            0
AR0900       S            C0DRA0       En           0            1            N            N            N            N            N            0
AR0900       W            C0DRA0       En           0            1            N            N            N            N            N            0
AR1000       N            C0DRA0       En           0            1            N            N            N            N            N            0
AR1000       E            C0DRA0       En           0            1            N            N            N            N            N            0
AR1000       S            C0DRA0       En           0            1            N            N            N            N            N            0
AR1000       W            C0DRA0       En           0            1            N            N            N            N            N            0
AR1100       N            C0DRA0       En           4            1            N            N            N            N            N            0
AR1100       E            C0DRA0       En           4            1            N            N            N            N            N            0
AR1100       S            C0DRA0       En           4            1            N            N            N            N            N            0
AR1100       W            C0DRA0       En           4            1            N            N            N            N            N            0
AR1300       N            C0DRA0       En           2            1            N            N            N            N            N            0
AR1300       E            C0DRA0       En           2            1            N            N            N            N            N            0
AR1300       S            C0DRA0       En           2            1            N            N            N            N            N            0
AR1300       W            C0DRA0       En           2            1            N            N            N            N            N            0
AR1200       N            C0DRA0       En           4            1            N            N            N            N            N            0
AR1200       E            C0DRA0       En           4            1            N            N            N            N            N            0
AR1200       S            C0DRA0       En           4            1            N            N            N            N            N            0
AR1200       W            C0DRA0       En           4            1            N            N            N            N            N            0
AR0020       N            C0DRA0       En           0            1            N            N            N            N            N            0
AR0020       E            C0DRA0       En           0            1            N            N            N            N            N            0
AR0020       S            C0DRA0       En           0            1            N            N            N            N            N            0
AR0020       W            C0DRA0       En           0            1            N            N            N            N            N            0
AR1304       N            C0DRA0       En           2            1            N            N            N            N            N            0
AR1304       E            C0DRA0       En           2            1            N            N            N            N            N            0
AR1304       S            C0DRA0       En           2            1            N            N            N            N            N            0
AR1304       W            C0DRA0       En           2            1            N            N            N            N            N            0
AR2000       N            C0DRA0       En           4            1            N            N            N            N            N            0
AR2000       E            C0DRA0       En           4            1            N            N            N            N            N            0
AR2000       S            C0DRA0       En           4            1            N            N            N            N            N            0
AR2000       W            C0DRA0       En           4            1            N            N            N            N            N            0
C0DRA0       N            AR2000       ExitSW       4            1            N            N            N            N            N            0
C0DRA0       E            AR2000       ExitSW       4            1            N            N            N            N            N            0
C0DRA0       S            AR2000       ExitSW       4            1            N            N            N            N            N            0
C0DRA0       W            AR2000       ExitSW       4            1            N            N            N            N            N            0
C0DRA0       N            AR1304       ExitSE       2            1            N            N            N            N            N            0
C0DRA0       E            AR1304       ExitSE       2            1            N            N            N            N            N            0
C0DRA0       S            AR1304       ExitSE       2            1            N            N            N            N            N            0
C0DRA0       W            AR1304       ExitSE       2            1            N            N            N            N            N            0
C0DRA0       N            AR0020       ExitSW       0            1            N            N            N            N            N            0
C0DRA0       E            AR0020       ExitSW       0            1            N            N            N            N            N            0
C0DRA0       S            AR0020       ExitSW       0            1            N            N            N            N            N            0
C0DRA0       W            AR0020       ExitSW       0            1            N            N            N            N            N            0
C0DRA0       N            AR1200       ExitW        4            1            N            N            N            N            N            0
C0DRA0       E            AR1200       ExitW        4            1            N            N            N            N            N            0
C0DRA0       S            AR1200       ExitW        4            1            N            N            N            N            N            0
C0DRA0       W            AR1200       ExitW        4            1            N            N            N            N            N            0
C0DRA0       N            AR1300       ExitSE       2            1            N            N            N            N            N            0
C0DRA0       E            AR1300       ExitSE       2            1            N            N            N            N            N            0
C0DRA0       S            AR1300       ExitSE       2            1            N            N            N            N            N            0
C0DRA0       W            AR1300       ExitSE       2            1            N            N            N            N            N            0
C0DRA0       N            AR1100       ExitSE       4            1            N            N            N            N            N            0
C0DRA0       E            AR1100       ExitSE       4            1            N            N            N            N            N            0
C0DRA0       S            AR1100       ExitSE       4            1            N            N            N            N            N            0
C0DRA0       W            AR1100       ExitSE       4            1            N            N            N            N            N            0
C0DRA0       N            AR1000       ExitN        0            1            N            N            N            N            N            0
C0DRA0       E            AR1000       ExitN        0            1            N            N            N            N            N            0
C0DRA0       S            AR1000       ExitN        0            1            N            N            N            N            N            0
C0DRA0       W            AR1000       ExitN        0            1            N            N            N            N            N            0
C0DRA0       N            AR0900       ExitNW       0            1            N            N            N            N            N            0
C0DRA0       E            AR0900       ExitNW       0            1            N            N            N            N            N            0
C0DRA0       S            AR0900       ExitNW       0            1            N            N            N            N            N            0
C0DRA0       W            AR0900       ExitNW       0            1            N            N            N            N            N            0
C0DRA0       N            AR0800       ExitS        0            1            N            N            N            N            N            0
C0DRA0       E            AR0800       ExitS        0            1            N            N            N            N            N            0
C0DRA0       S            AR0800       ExitS        0            1            N            N            N            N            N            0
C0DRA0       W            AR0800       ExitS        0            1            N            N            N            N            N            0
C0DRA0       N            AR0500       ExitNE       0            1            N            N            N            N            N            0
C0DRA0       E            AR0500       ExitNE       0            1            N            N            N            N            N            0
C0DRA0       S            AR0500       ExitNE       0            1            N            N            N            N            N            0
C0DRA0       W            AR0500       ExitNE       0            1            N            N            N            N            N            0
C0DRA0       N            AR0300       ExitN        0            1            N            N            N            N            N            0
C0DRA0       E            AR0300       ExitN        0            1            N            N            N            N            N            0
C0DRA0       S            AR0300       ExitN        0            1            N            N            N            N            N            0
C0DRA0       W            AR0300       ExitN        0            1            N            N            N            N            N            0
C0DRA0       N            AR0400       ExitS        0            1            N            N            N            N            N            0
C0DRA0       E            AR0400       ExitS        0            1            N            N            N            N            N            0
C0DRA0       S            AR0400       ExitS        0            1            N            N            N            N            N            0
C0DRA0       W            AR0400       ExitS        0            1            N            N            N            N            N            0
C0DRA0       N            AR0700       ExitE        0            1            N            N            N            N            N            0
C0DRA0       E            AR0700       ExitE        0            1            N            N            N            N            N            0
C0DRA0       S            AR0700       ExitE        0            1            N            N            N            N            N            0
C0DRA0       W            AR0700       ExitE        0            1            N            N            N            N            N            0

SRC_AREA     SRC_NWSE     TARGET_ARE   ENTRY_NAME   TRV_TIME     DEF_ENTRY    ENC1         ENC2         ENC3         ENC4         ENC5         ENC_PROB
AR0400       N            C0GB00       En1          4            1            N            N            N            N            N            0
AR0400       E            C0GB00       En1          4            1            N            N            N            N            N            0
AR0400       S            C0GB00       En1          4            1            N            N            N            N            N            0
AR0400       W            C0GB00       En1          4            1            N            N            N            N            N            0
AR0300       N            C0GB00       En1          4            1            N            N            N            N            N            0
AR0300       E            C0GB00       En1          4            1            N            N            N            N            N            0
AR0300       S            C0GB00       En1          4            1            N            N            N            N            N            0
AR0300       W            C0GB00       En1          4            1            N            N            N            N            N            0
AR0500       N            C0GB00       En1          4            1            N            N            N            N            N            0
AR0500       E            C0GB00       En1          4            1            N            N            N            N            N            0
AR0500       S            C0GB00       En1          4            1            N            N            N            N            N            0
AR0500       W            C0GB00       En1          4            1            N            N            N            N            N            0
AR0800       N            C0GB00       En1          4            1            N            N            N            N            N            0
AR0800       E            C0GB00       En1          4            1            N            N            N            N            N            0
AR0800       S            C0GB00       En1          4            1            N            N            N            N            N            0
AR0800       W            C0GB00       En1          4            1            N            N            N            N            N            0
AR0900       N            C0GB00       En1          4            1            N            N            N            N            N            0
AR0900       E            C0GB00       En1          4            1            N            N            N            N            N            0
AR0900       S            C0GB00       En1          4            1            N            N            N            N            N            0
AR0900       W            C0GB00       En1          4            1            N            N            N            N            N            0
AR1000       N            C0GB00       En1          4            1            N            N            N            N            N            0
AR1000       E            C0GB00       En1          4            1            N            N            N            N            N            0
AR1000       S            C0GB00       En1          4            1            N            N            N            N            N            0
AR1000       W            C0GB00       En1          4            1            N            N            N            N            N            0
AR1100       N            C0GB00       En1          4            1            N            N            N            N            N            0
AR1100       E            C0GB00       En1          4            1            N            N            N            N            N            0
AR1100       S            C0GB00       En1          4            1            N            N            N            N            N            0
AR1100       W            C0GB00       En1          4            1            N            N            N            N            N            0
AR1300       N            C0GB00       En1          2            1            N            N            N            N            N            0
AR1300       E            C0GB00       En1          2            1            N            N            N            N            N            0
AR1300       S            C0GB00       En1          2            1            N            N            N            N            N            0
AR1300       W            C0GB00       En1          2            1            N            N            N            N            N            0
AR1200       N            C0GB00       En1          4            1            N            N            N            N            N            0
AR1200       E            C0GB00       En1          4            1            N            N            N            N            N            0
AR1200       S            C0GB00       En1          4            1            N            N            N            N            N            0
AR1200       W            C0GB00       En1          4            1            N            N            N            N            N            0
AR0020       N            C0GB00       En1          4            1            N            N            N            N            N            0
AR0020       E            C0GB00       En1          4            1            N            N            N            N            N            0
AR0020       S            C0GB00       En1          4            1            N            N            N            N            N            0
AR0020       W            C0GB00       En1          4            1            N            N            N            N            N            0
AR1304       N            C0GB00       En1          2            1            N            N            N            N            N            0
AR1304       E            C0GB00       En1          2            1            N            N            N            N            N            0
AR1304       S            C0GB00       En1          2            1            N            N            N            N            N            0
AR1304       W            C0GB00       En1          2            1            N            N            N            N            N            0
AR2000       N            C0GB00       En1          4            1            N            N            N            N            N            0
AR2000       E            C0GB00       En1          4            1            N            N            N            N            N            0
